('topicfilter', 'topic1')
starting loop
topic1 ,PUB,6,48_14:33:11.507041,14:33:11.516051,0:00:03.409203,0:00:00.000007
topic1 ,PUB,6,49_14:33:11.507064,14:33:11.516058,0:00:03.409210,0:00:00.000007
topic1 ,PUB,6,50_14:33:11.507088,14:33:11.516064,0:00:03.409216,0:00:00.000006
topic1 ,PUB,6,51_14:33:11.507112,14:33:11.516071,0:00:03.409223,0:00:00.000007
topic1 ,PUB,6,52_14:33:11.507149,14:33:11.516122,0:00:03.409274,0:00:00.000051
topic1 ,PUB,6,53_14:33:11.507171,14:33:11.516132,0:00:03.409284,0:00:00.000010
topic1 ,PUB,6,54_14:33:11.507195,14:33:11.516139,0:00:03.409291,0:00:00.000007
topic1 ,PUB,6,55_14:33:11.507217,14:33:11.516146,0:00:03.409298,0:00:00.000007
topic1 ,PUB,6,56_14:33:11.507254,14:33:11.516152,0:00:03.409304,0:00:00.000006
topic1 ,PUB,6,57_14:33:11.507358,14:33:11.516159,0:00:03.409311,0:00:00.000007
topic1 ,PUB,6,58_14:33:11.507396,14:33:11.516166,0:00:03.409318,0:00:00.000007
topic1 ,PUB,6,59_14:33:11.507420,14:33:11.516173,0:00:03.409325,0:00:00.000007
topic1 ,PUB,6,60_14:33:11.507443,14:33:11.516180,0:00:03.409332,0:00:00.000007
topic1 ,PUB,6,61_14:33:11.507466,14:33:11.516186,0:00:03.409338,0:00:00.000006
topic1 ,PUB,6,62_14:33:11.507489,14:33:11.516193,0:00:03.409345,0:00:00.000007
topic1 ,PUB,6,63_14:33:11.507512,14:33:11.516200,0:00:03.409352,0:00:00.000007
topic1 ,PUB,6,64_14:33:11.507535,14:33:11.516206,0:00:03.409358,0:00:00.000006
topic1 ,PUB,6,65_14:33:11.507558,14:33:11.516214,0:00:03.409366,0:00:00.000008
topic1 ,PUB,6,66_14:33:11.507582,14:33:11.516221,0:00:03.409373,0:00:00.000007
topic1 ,PUB,6,67_14:33:11.507605,14:33:11.516228,0:00:03.409380,0:00:00.000007
topic1 ,PUB,6,68_14:33:11.507626,14:33:11.516234,0:00:03.409386,0:00:00.000006
topic1 ,PUB,6,69_14:33:11.507649,14:33:11.516241,0:00:03.409393,0:00:00.000007
topic1 ,PUB,6,70_14:33:11.507687,14:33:11.516247,0:00:03.409399,0:00:00.000006
topic1 ,PUB,6,71_14:33:11.507709,14:33:11.516254,0:00:03.409406,0:00:00.000007
topic1 ,PUB,6,72_14:33:11.507746,14:33:11.516260,0:00:03.409412,0:00:00.000006
topic1 ,PUB,6,73_14:33:11.507769,14:33:11.516267,0:00:03.409419,0:00:00.000007
topic1 ,PUB,6,74_14:33:11.507791,14:33:11.516274,0:00:03.409426,0:00:00.000007
topic1 ,PUB,6,75_14:33:11.507814,14:33:11.516280,0:00:03.409432,0:00:00.000006
topic1 ,PUB,6,76_14:33:11.507838,14:33:11.516287,0:00:03.409439,0:00:00.000007
topic1 ,PUB,6,77_14:33:11.507861,14:33:11.516293,0:00:03.409445,0:00:00.000006
topic1 ,PUB,6,78_14:33:11.507958,14:33:11.516300,0:00:03.409452,0:00:00.000007
topic1 ,PUB,6,79_14:33:11.508006,14:33:11.516307,0:00:03.409459,0:00:00.000007
topic1 ,PUB,6,80_14:33:11.508031,14:33:11.516313,0:00:03.409465,0:00:00.000006
topic1 ,PUB,6,81_14:33:11.508055,14:33:11.516320,0:00:03.409472,0:00:00.000007
topic1 ,PUB,6,82_14:33:11.508079,14:33:11.516327,0:00:03.409479,0:00:00.000007
topic1 ,PUB,6,83_14:33:11.508102,14:33:11.516333,0:00:03.409485,0:00:00.000006
topic1 ,PUB,6,84_14:33:11.508126,14:33:11.516340,0:00:03.409492,0:00:00.000007
topic1 ,PUB,6,85_14:33:11.508149,14:33:11.516346,0:00:03.409498,0:00:00.000006
topic1 ,PUB,6,86_14:33:11.508172,14:33:11.516353,0:00:03.409505,0:00:00.000007
topic1 ,PUB,6,87_14:33:11.508195,14:33:11.516359,0:00:03.409511,0:00:00.000006
topic1 ,PUB,6,88_14:33:11.508217,14:33:11.516366,0:00:03.409518,0:00:00.000007
topic1 ,PUB,6,89_14:33:11.508240,14:33:11.516373,0:00:03.409525,0:00:00.000007
topic1 ,PUB,6,90_14:33:11.508263,14:33:11.516379,0:00:03.409531,0:00:00.000006
topic1 ,PUB,6,91_14:33:11.508286,14:33:11.516386,0:00:03.409538,0:00:00.000007
topic1 ,PUB,6,92_14:33:11.508307,14:33:11.516393,0:00:03.409545,0:00:00.000007
topic1 ,PUB,6,93_14:33:11.508331,14:33:11.516399,0:00:03.409551,0:00:00.000006
topic1 ,PUB,6,94_14:33:11.508354,14:33:11.516406,0:00:03.409558,0:00:00.000007
topic1 ,PUB,6,95_14:33:11.508377,14:33:11.516413,0:00:03.409565,0:00:00.000007
topic1 ,PUB,6,96_14:33:11.508401,14:33:11.516419,0:00:03.409571,0:00:00.000006
topic1 ,PUB,6,97_14:33:11.508423,14:33:11.516426,0:00:03.409578,0:00:00.000007
topic1 ,PUB,6,98_14:33:11.508456,14:33:11.516433,0:00:03.409585,0:00:00.000007
topic1 ,PUB,6,99_14:33:11.508479,14:33:11.516439,0:00:03.409591,0:00:00.000006
