# starting loop
topic2 ,PUB,7,0,23:19:25.345130,23:19:25.346657,0:01:14.672141,0:01:13.865718
topic2 ,PUB,7,0,23:19:25.345130,23:19:25.347083,0:00:00.595603,0:00:00.595603
topic2 ,PUB,9,0,23:19:25.348476,23:19:25.350183,0:01:14.675667,0:00:00.003526
topic2 ,PUB,9,0,23:19:25.348476,23:19:25.351773,0:00:00.600293,0:00:00.004690
topic2 ,PUB,8,0,23:19:25.354928,23:19:25.355838,0:01:14.681322,0:00:00.005655
topic2 ,PUB,8,0,23:19:25.354928,23:19:25.357077,0:00:00.605597,0:00:00.005304
topic2 ,PUB,7,1,23:19:25.357788,23:19:25.358780,0:01:14.684264,0:00:00.002942
topic2 ,PUB,7,1,23:19:25.357788,23:19:25.360497,0:00:00.609017,0:00:00.003420
topic2 ,PUB,9,1,23:19:25.361680,23:19:25.362421,0:01:14.687905,0:00:00.003641
topic2 ,PUB,9,1,23:19:25.361680,23:19:25.363970,0:00:00.612490,0:00:00.003473
topic2 ,PUB,8,1,23:19:25.365656,23:19:25.367020,0:01:14.692504,0:00:00.004599
topic2 ,PUB,8,1,23:19:25.365656,23:19:25.368708,0:00:00.617228,0:00:00.004738
topic2 ,PUB,7,2,23:19:25.369026,23:19:25.370321,0:01:14.695805,0:00:00.003301
topic2 ,PUB,7,2,23:19:25.369026,23:19:25.370662,0:00:00.619182,0:00:00.001954
topic2 ,PUB,8,0,23:19:25.371774,23:19:25.374481,0:01:14.699965,0:00:00.004160
topic2 ,PUB,8,0,23:19:25.371774,23:19:25.374957,0:00:00.623477,0:00:00.004295
topic2 ,PUB,9,2,23:19:25.373300,23:19:25.375941,0:01:14.701425,0:00:00.001460
topic2 ,PUB,9,2,23:19:25.373300,23:19:25.387031,0:00:00.635551,0:00:00.012074
topic2 ,PUB,8,2,23:19:25.376813,23:19:25.390208,0:01:14.715692,0:00:00.014267
topic2 ,PUB,8,2,23:19:25.376813,23:19:25.391805,0:00:00.640325,0:00:00.004774
topic2 ,PUB,7,3,23:19:25.384137,23:19:25.395263,0:01:14.720747,0:00:00.005055
topic2 ,PUB,7,3,23:19:25.384137,23:19:25.396288,0:00:00.644808,0:00:00.004483
topic2 ,PUB,9,3,23:19:25.386927,23:19:25.399410,0:01:14.724894,0:00:00.004147
topic2 ,PUB,9,3,23:19:25.386927,23:19:25.401616,0:00:00.650136,0:00:00.005328
topic2 ,PUB,7,0,23:19:25.391286,23:19:25.404038,0:01:14.729522,0:00:00.004628
topic2 ,PUB,7,0,23:19:25.391286,23:19:25.406556,0:00:00.655076,0:00:00.004940
topic2 ,PUB,9,0,23:19:25.392005,23:19:25.407577,0:01:14.733061,0:00:00.003539
topic2 ,PUB,9,0,23:19:25.392005,23:19:25.410733,0:00:00.659253,0:00:00.004177
topic2 ,PUB,8,3,23:19:25.396613,23:19:25.412251,0:01:14.737735,0:00:00.004674
topic2 ,PUB,8,3,23:19:25.396613,23:19:25.416067,0:00:00.664587,0:00:00.005334
topic2 ,PUB,8,1,23:19:25.396718,23:19:25.417008,0:01:14.742492,0:00:00.004757
topic2 ,PUB,8,1,23:19:25.396718,23:19:25.421938,0:00:00.670458,0:00:00.005871
topic2 ,PUB,7,4,23:19:25.397932,23:19:25.422195,0:01:14.747679,0:00:00.005187
topic2 ,PUB,9,4,23:19:25.401252,23:19:25.426212,0:01:14.751696,0:00:00.004017
topic2 ,PUB,7,4,23:19:25.397932,23:19:25.426395,0:00:00.674915,0:00:00.004457
topic2 ,PUB,7,1,23:19:25.406139,23:19:25.430581,0:01:14.756065,0:00:00.004369
topic2 ,PUB,9,4,23:19:25.401252,23:19:25.431967,0:00:00.680487,0:00:00.005572
topic2 ,PUB,9,1,23:19:25.406700,23:19:25.434904,0:01:14.760388,0:00:00.004323
topic2 ,PUB,7,1,23:19:25.406139,23:19:25.436665,0:00:00.685185,0:00:00.004698
topic2 ,PUB,8,4,23:19:25.411532,23:19:25.439243,0:01:14.764727,0:00:00.004339
topic2 ,PUB,9,1,23:19:25.406700,23:19:25.440293,0:00:00.688813,0:00:00.003628
topic2 ,PUB,8,2,23:19:25.411636,23:19:25.444444,0:01:14.769928,0:00:00.005201
topic2 ,PUB,7,5,23:19:25.413363,23:19:25.448289,0:01:14.773773,0:00:00.003845
topic2 ,PUB,8,4,23:19:25.411532,23:19:25.446787,0:00:00.695307,0:00:00.006494
topic2 ,PUB,9,5,23:19:25.415924,23:19:25.453889,0:01:14.779373,0:00:00.005600
topic2 ,PUB,8,2,23:19:25.411636,23:19:25.454713,0:00:00.703233,0:00:00.007926
topic2 ,PUB,7,2,23:19:25.419901,23:19:25.457995,0:01:14.783479,0:00:00.004106
topic2 ,PUB,7,5,23:19:25.413363,23:19:25.458697,0:00:00.707217,0:00:00.003984
topic2 ,PUB,9,2,23:19:25.420719,23:19:25.463251,0:01:14.788735,0:00:00.005256
topic2 ,PUB,9,5,23:19:25.415924,23:19:25.464624,0:00:00.713144,0:00:00.005927
topic2 ,PUB,8,5,23:19:25.426815,23:19:25.468410,0:01:14.793894,0:00:00.005159
topic2 ,PUB,7,2,23:19:25.419901,23:19:25.469796,0:00:00.718316,0:00:00.005172
topic2 ,PUB,8,3,23:19:25.426937,23:19:25.472258,0:01:14.797742,0:00:00.003848
topic2 ,PUB,9,2,23:19:25.420719,23:19:25.473095,0:00:00.721615,0:00:00.003299
topic2 ,PUB,7,6,23:19:25.428216,23:19:25.474461,0:01:14.799945,0:00:00.002203
topic2 ,PUB,9,6,23:19:25.430776,23:19:25.476625,0:01:14.802109,0:00:00.002164
topic2 ,PUB,8,5,23:19:25.426815,23:19:25.475335,0:00:00.723855,0:00:00.002240
topic2 ,PUB,7,3,23:19:25.435232,23:19:25.482145,0:01:14.807629,0:00:00.005520
topic2 ,PUB,8,3,23:19:25.426937,23:19:25.482669,0:00:00.731189,0:00:00.007334
topic2 ,PUB,9,3,23:19:25.435711,23:19:25.486274,0:01:14.811758,0:00:00.004129
topic2 ,PUB,7,6,23:19:25.428216,23:19:25.486884,0:00:00.735404,0:00:00.004215
topic2 ,PUB,8,6,23:19:25.441592,23:19:25.490987,0:01:14.816471,0:00:00.004713
topic2 ,PUB,9,6,23:19:25.430776,23:19:25.491728,0:00:00.740248,0:00:00.004844
topic2 ,PUB,8,4,23:19:25.441671,23:19:25.494881,0:01:14.820365,0:00:00.003894
topic2 ,PUB,7,3,23:19:25.435232,23:19:25.497204,0:00:00.745724,0:00:00.005476
topic2 ,PUB,7,7,23:19:25.442856,23:19:25.499797,0:01:14.825281,0:00:00.004916
topic2 ,PUB,9,7,23:19:25.445317,23:19:25.502817,0:01:14.828301,0:00:00.003020
topic2 ,PUB,9,3,23:19:25.435711,23:19:25.501319,0:00:00.749839,0:00:00.004115
topic2 ,PUB,7,4,23:19:25.449806,23:19:25.508026,0:01:14.833510,0:00:00.005209
topic2 ,PUB,8,6,23:19:25.441592,23:19:25.508742,0:00:00.757262,0:00:00.007423
topic2 ,PUB,9,4,23:19:25.450446,23:19:25.513753,0:01:14.839237,0:00:00.005727
topic2 ,PUB,8,4,23:19:25.441671,23:19:25.514462,0:00:00.762982,0:00:00.005720
topic2 ,PUB,8,7,23:19:25.458746,23:19:25.525309,0:01:14.850793,0:00:00.011556
topic2 ,PUB,7,7,23:19:25.442856,23:19:25.526394,0:00:00.774914,0:00:00.011932
topic2 ,PUB,8,5,23:19:25.458828,23:19:25.529256,0:01:14.854740,0:00:00.003947
topic2 ,PUB,9,7,23:19:25.445317,23:19:25.530122,0:00:00.778642,0:00:00.003728
topic2 ,PUB,7,8,23:19:25.459427,23:19:25.532411,0:01:14.857895,0:00:00.003155
topic2 ,PUB,9,8,23:19:25.461838,23:19:25.535769,0:01:14.861253,0:00:00.003358
topic2 ,PUB,7,4,23:19:25.449806,23:19:25.534277,0:00:00.782797,0:00:00.004155
topic2 ,PUB,9,4,23:19:25.450446,23:19:25.540470,0:00:00.788990,0:00:00.006193
topic2 ,PUB,9,5,23:19:25.465431,23:19:25.540637,0:01:14.866121,0:00:00.004868
topic2 ,PUB,8,7,23:19:25.458746,23:19:25.545277,0:00:00.793797,0:00:00.004807
topic2 ,PUB,7,5,23:19:25.465964,23:19:25.545216,0:01:14.870700,0:00:00.004579
topic2 ,PUB,8,8,23:19:25.474144,23:19:25.549354,0:01:14.874838,0:00:00.004138
topic2 ,PUB,8,5,23:19:25.458828,23:19:25.549406,0:00:00.797926,0:00:00.004129
topic2 ,PUB,8,6,23:19:25.474483,23:19:25.555118,0:01:14.880602,0:00:00.005764
topic2 ,PUB,7,8,23:19:25.459427,23:19:25.555446,0:00:00.803966,0:00:00.006040
topic2 ,PUB,7,9,23:19:25.474885,23:19:25.562586,0:01:14.888070,0:00:00.007468
topic2 ,PUB,9,8,23:19:25.461838,23:19:25.562901,0:00:00.811421,0:00:00.007455
