0,23:19:25.345130
1,23:19:25.357788
2,23:19:25.369026
3,23:19:25.384137
0,23:19:25.391286
4,23:19:25.397932
1,23:19:25.406139
5,23:19:25.413363
2,23:19:25.419901
6,23:19:25.428216
3,23:19:25.435232
7,23:19:25.442856
4,23:19:25.449806
8,23:19:25.459427
5,23:19:25.465964
9,23:19:25.474885
6,23:19:25.480903
10,23:19:25.490165
7,23:19:25.495859
11,23:19:25.504504
8,23:19:25.510594
12,23:19:25.519251
9,23:19:25.532819
13,23:19:25.537777
10,23:19:25.546643
14,23:19:25.553192
11,23:19:25.561391
15,23:19:25.569768
12,23:19:25.576802
16,23:19:25.585145
13,23:19:25.593813
17,23:19:25.600528
14,23:19:25.608230
18,23:19:25.615573
15,23:19:25.623885
19,23:19:25.630395
16,23:19:25.639007
17,23:19:25.654008
18,23:19:25.678389
19,23:19:25.693593
