hello now
use broker False
not using broker
initiating discovery client connection
tcp://10.0.0.1:5557
discovery client connection broadcast
dicts {"3": "10.0.0.4"}
pubs {'3': '10.0.0.4'} key 3
key 3 value 10.0.0.4 tcp://10.0.0.4:5556
# starting loop
# starting loop
topic2 ,PUB,3,0,15:17:26.076688,15:17:26.089809,0:00:01.966006,0:00:01.966006
topic2 ,PUB,3,1,15:17:26.088031,15:17:26.093671,0:00:01.969868,0:00:00.003862
topic2 ,PUB,3,2,15:17:26.103719,15:17:26.112494,0:00:01.988691,0:00:00.018823
topic2 ,PUB,3,3,15:17:26.115450,15:17:26.121505,0:00:01.997702,0:00:00.009011
topic2 ,PUB,3,4,15:17:26.126932,15:17:26.134179,0:00:02.010376,0:00:00.012674
topic2 ,PUB,3,5,15:17:26.137333,15:17:26.147131,0:00:02.023328,0:00:00.012952
topic2 ,PUB,3,6,15:17:26.148210,15:17:26.152999,0:00:02.029196,0:00:00.005868
topic2 ,PUB,3,7,15:17:26.159118,15:17:26.165353,0:00:02.041550,0:00:00.012354
topic2 ,PUB,3,8,15:17:26.169791,15:17:26.175118,0:00:02.051315,0:00:00.009765
topic2 ,PUB,3,9,15:17:26.182182,15:17:26.193238,0:00:02.069435,0:00:00.018120
topic2 ,PUB,3,10,15:17:26.196182,15:17:26.201344,0:00:02.077541,0:00:00.008106
topic2 ,PUB,3,11,15:17:26.212814,15:17:26.230302,0:00:02.106499,0:00:00.028958
topic2 ,PUB,3,12,15:17:26.223878,15:17:26.233345,0:00:02.109542,0:00:00.003043
topic2 ,PUB,3,13,15:17:26.237638,15:17:26.250780,0:00:02.126977,0:00:00.017435
topic2 ,PUB,3,14,15:17:26.249873,15:17:26.256970,0:00:02.133167,0:00:00.006190
topic2 ,PUB,3,15,15:17:26.265121,15:17:26.281205,0:00:02.157402,0:00:00.024235
topic2 ,PUB,3,16,15:17:26.277680,15:17:26.285077,0:00:02.161274,0:00:00.003872
topic2 ,PUB,3,17,15:17:26.289203,15:17:26.295619,0:00:02.171816,0:00:00.010542
