# starting loop
topic1 ,PUB,2,0,15:41:29.128432,15:41:29.139997,0:00:01.818157,0:00:01.818157
topic1 ,PUB,2,1,15:41:29.139027,15:41:29.150714,0:00:01.828874,0:00:00.010717
topic1 ,PUB,2,2,15:41:29.150080,15:41:29.159191,0:00:01.837351,0:00:00.008477
topic1 ,PUB,2,3,15:41:29.160605,15:41:29.171785,0:00:01.849945,0:00:00.012594
topic1 ,PUB,2,4,15:41:29.171137,15:41:29.175467,0:00:01.853627,0:00:00.003682
topic1 ,PUB,2,5,15:41:29.183743,15:41:29.202327,0:00:01.880487,0:00:00.026860
topic1 ,PUB,2,6,15:41:29.201100,15:41:29.214308,0:00:01.892468,0:00:00.011981
topic1 ,PUB,2,7,15:41:29.212113,15:41:29.215979,0:00:01.894139,0:00:00.001671
topic1 ,PUB,2,8,15:41:29.225198,15:41:29.231986,0:00:01.910146,0:00:00.016007
topic1 ,PUB,2,9,15:41:29.236106,15:41:29.242249,0:00:01.920409,0:00:00.010263
topic1 ,PUB,2,10,15:41:29.248026,15:41:29.256484,0:00:01.934644,0:00:00.014235
topic1 ,PUB,2,11,15:41:29.266359,15:41:29.271996,0:00:01.950156,0:00:00.015512
topic1 ,PUB,2,12,15:41:29.280090,15:41:29.294575,0:00:01.972735,0:00:00.022579
topic1 ,PUB,2,13,15:41:29.292132,15:41:29.301649,0:00:01.979809,0:00:00.007074
topic1 ,PUB,2,14,15:41:29.303657,15:41:29.308947,0:00:01.987107,0:00:00.007298
topic1 ,PUB,2,15,15:41:29.321122,15:41:29.340998,0:00:02.019158,0:00:00.032051
topic1 ,PUB,2,16,15:41:29.343254,15:41:29.366847,0:00:02.045007,0:00:00.025849
topic1 ,PUB,2,17,15:41:29.362179,15:41:29.372211,0:00:02.050371,0:00:00.005364
topic1 ,PUB,2,18,15:41:29.374116,15:41:29.380442,0:00:02.058602,0:00:00.008231
topic1 ,PUB,2,19,15:41:29.385234,15:41:29.400964,0:00:02.079124,0:00:00.020522
topic1 ,PUB,2,20,15:41:29.396058,15:41:29.411863,0:00:02.090023,0:00:00.010899
