# starting loop
topic2 ,PUB,8,0_17:22:26.529537_,17:22:26.529971,0:00:00.357390,0:00:00.357390
topic2 ,PUB,8,1_17:22:26.543259_,17:22:26.545031,0:00:00.372450,0:00:00.015060
topic2 ,PUB,8,2_17:22:26.555687_,17:22:26.557055,0:00:00.384474,0:00:00.012024
topic2 ,PUB,8,3_17:22:26.567324_,17:22:26.568317,0:00:00.395736,0:00:00.011262
topic2 ,PUB,8,4_17:22:26.578939_,17:22:26.579943,0:00:00.407362,0:00:00.011626
topic2 ,PUB,8,5_17:22:26.592046_,17:22:26.593562,0:00:00.420981,0:00:00.013619
topic2 ,PUB,8,6_17:22:26.602562_,17:22:26.603144,0:00:00.430563,0:00:00.009582
topic2 ,PUB,8,7_17:22:26.613488_,17:22:26.613983,0:00:00.441402,0:00:00.010839
topic2 ,PUB,8,8_17:22:26.629114_,17:22:26.629677,0:00:00.457096,0:00:00.015694
topic2 ,PUB,8,9_17:22:26.640076_,17:22:26.640430,0:00:00.467849,0:00:00.010753
topic2 ,PUB,8,10_17:22:26.653786_,17:22:26.655899,0:00:00.483318,0:00:00.015469
topic2 ,PUB,8,11_17:22:26.664978_,17:22:26.665405,0:00:00.492824,0:00:00.009506
topic2 ,PUB,8,12_17:22:26.675386_,17:22:26.676091,0:00:00.503510,0:00:00.010686
topic2 ,PUB,8,13_17:22:26.690273_,17:22:26.691152,0:00:00.518571,0:00:00.015061
topic2 ,PUB,8,14_17:22:26.701269_,17:22:26.701763,0:00:00.529182,0:00:00.010611
topic2 ,PUB,8,15_17:22:26.711740_,17:22:26.712350,0:00:00.539769,0:00:00.010587
topic2 ,PUB,8,16_17:22:26.722360_,17:22:26.722918,0:00:00.550337,0:00:00.010568
topic2 ,PUB,8,17_17:22:26.732987_,17:22:26.733343,0:00:00.560762,0:00:00.010425
topic2 ,PUB,8,18_17:22:26.746605_,17:22:26.748563,0:00:00.575982,0:00:00.015220
topic2 ,PUB,8,19_17:22:26.761246_,17:22:26.761970,0:00:00.589389,0:00:00.013407
topic2 ,PUB,8,20_17:22:26.775904_,17:22:26.776834,0:00:00.604253,0:00:00.014864
topic2 ,PUB,8,21_17:22:26.797418_,17:22:26.800596,0:00:00.628015,0:00:00.023762
topic2 ,PUB,8,22_17:22:26.811702_,17:22:26.812077,0:00:00.639496,0:00:00.011481
topic2 ,PUB,8,23_17:22:26.822587_,17:22:26.823821,0:00:00.651240,0:00:00.011744
topic2 ,PUB,8,24_17:22:26.846531_,17:22:26.848915,0:00:00.676334,0:00:00.025094
topic2 ,PUB,8,25_17:22:26.858603_,17:22:26.859206,0:00:00.686625,0:00:00.010291
topic2 ,PUB,8,26_17:22:26.883963_,17:22:26.888526,0:00:00.715945,0:00:00.029320
topic2 ,PUB,8,27_17:22:26.895867_,17:22:26.896404,0:00:00.723823,0:00:00.007878
topic2 ,PUB,8,28_17:22:26.906542_,17:22:26.907013,0:00:00.734432,0:00:00.010609
topic2 ,PUB,8,29_17:22:26.919673_,17:22:26.923127,0:00:00.750546,0:00:00.016114
topic2 ,PUB,8,30_17:22:26.931282_,17:22:26.932653,0:00:00.760072,0:00:00.009526
topic2 ,PUB,8,31_17:22:26.944074_,17:22:26.947570,0:00:00.774989,0:00:00.014917
topic2 ,PUB,8,32_17:22:26.955030_,17:22:26.955807,0:00:00.783226,0:00:00.008237
topic2 ,PUB,8,33_17:22:26.965821_,17:22:26.966655,0:00:00.794074,0:00:00.010848
topic2 ,PUB,8,34_17:22:26.977526_,17:22:26.978687,0:00:00.806106,0:00:00.012032
topic2 ,PUB,8,35_17:22:26.988726_,17:22:26.989414,0:00:00.816833,0:00:00.010727
topic2 ,PUB,8,36_17:22:26.999598_,17:22:27.000087,0:00:00.827506,0:00:00.010673
topic2 ,PUB,8,37_17:22:27.012409_,17:22:27.012959,0:00:00.840378,0:00:00.012872
topic2 ,PUB,8,38_17:22:27.023532_,17:22:27.025179,0:00:00.852598,0:00:00.012220
topic2 ,PUB,8,39_17:22:27.037230_,17:22:27.037723,0:00:00.865142,0:00:00.012544
topic2 ,PUB,8,40_17:22:27.047813_,17:22:27.048269,0:00:00.875688,0:00:00.010546
topic2 ,PUB,8,41_17:22:27.059181_,17:22:27.059858,0:00:00.887277,0:00:00.011589
topic2 ,PUB,8,42_17:22:27.070225_,17:22:27.072199,0:00:00.899618,0:00:00.012341
topic2 ,PUB,8,43_17:22:27.082112_,17:22:27.082571,0:00:00.909990,0:00:00.010372
topic2 ,PUB,8,44_17:22:27.093065_,17:22:27.093583,0:00:00.921002,0:00:00.011012
topic2 ,PUB,8,45_17:22:27.104994_,17:22:27.105525,0:00:00.932944,0:00:00.011942
topic2 ,PUB,8,46_17:22:27.115789_,17:22:27.116934,0:00:00.944353,0:00:00.011409
topic2 ,PUB,8,47_17:22:27.128049_,17:22:27.128633,0:00:00.956052,0:00:00.011699
topic2 ,PUB,8,48_17:22:27.146284_,17:22:27.148003,0:00:00.975422,0:00:00.019370
topic2 ,PUB,8,49_17:22:27.158651_,17:22:27.159914,0:00:00.987333,0:00:00.011911
topic2 ,PUB,8,50_17:22:27.171568_,17:22:27.173062,0:00:01.000481,0:00:00.013148
