hello now
leader change b'1'
lead_broker from zk: ip IP: 10.0.0.1
Using broker @ tcp://10.0.0.1:5555
0,12:58:44.064154
1,12:58:46.068122
2,12:58:48.071196
3,12:58:50.074391
4,12:58:52.078307
5,12:58:54.082910
6,12:58:56.087216
7,12:58:58.091194
8,12:59:00.096204
9,12:59:02.098813
10,12:59:04.110235
11,12:59:06.113762
12,12:59:08.120348
13,12:59:10.125201
14,12:59:12.136151
15,12:59:14.140343
16,12:59:16.145588
17,12:59:18.148765
18,12:59:20.162486
19,12:59:22.166617
20,12:59:24.170397
21,12:59:26.178324
22,12:59:28.182301
23,12:59:30.185270
24,12:59:32.197392
25,12:59:34.202476
26,12:59:36.205646
27,12:59:38.210708
28,12:59:40.215203
29,12:59:42.218594
30,12:59:44.222536
31,12:59:46.226881
32,12:59:48.236208
33,12:59:50.241322
34,12:59:52.247571
35,12:59:54.250457
36,12:59:56.254191
37,12:59:58.257930
38,13:00:00.260132
39,13:00:02.262887
40,13:00:04.266983
41,13:00:06.272169
42,13:00:08.276054
43,13:00:10.280028
44,13:00:12.282524
45,13:00:14.287326
46,13:00:16.290557
47,13:00:18.292239
48,13:00:20.297940
49,13:00:22.300542
50,13:00:24.305429
51,13:00:26.309445
52,13:00:28.313466
53,13:00:30.317380
54,13:00:32.321308
55,13:00:34.326303
56,13:00:36.329469
57,13:00:38.334760
58,13:00:40.338508
59,13:00:42.343580
60,13:00:44.346637
61,13:00:46.352146
62,13:00:48.359264
63,13:00:50.363656
64,13:00:52.366797
65,13:00:54.371356
66,13:00:56.379101
67,13:00:58.386402
68,13:01:00.390513
69,13:01:02.398976
70,13:01:04.402792
71,13:01:06.406602
72,13:01:08.412843
73,13:01:10.417891
74,13:01:12.423138
75,13:01:14.432856
76,13:01:16.437078
77,13:01:18.442323
78,13:01:20.446712
79,13:01:22.451348
80,13:01:24.454256
81,13:01:26.458388
82,13:01:28.463611
83,13:01:30.469618
84,13:01:32.474392
85,13:01:34.479257
86,13:01:36.482579
87,13:01:38.485170
88,13:01:40.490199
89,13:01:42.503186
90,13:01:44.512447
91,13:01:46.523905
92,13:01:48.528822
93,13:01:50.538230
94,13:01:52.543841
95,13:01:54.549316
96,13:01:56.554367
97,13:01:58.558405
98,13:02:00.562317
99,13:02:02.566356
100,13:02:04.569964
101,13:02:06.574590
102,13:02:08.579052
103,13:02:10.582732
104,13:02:12.587846
105,13:02:14.591233
106,13:02:16.595079
107,13:02:18.598984
108,13:02:20.602337
109,13:02:22.604700
110,13:02:24.609321
111,13:02:26.612851
112,13:02:28.616349
113,13:02:30.619817
114,13:02:32.626548
115,13:02:34.630968
116,13:02:36.634951
117,13:02:38.638569
118,13:02:40.643105
119,13:02:42.646276
120,13:02:44.649823
121,13:02:46.652315
122,13:02:48.655985
123,13:02:50.659261
124,13:02:52.662173
125,13:02:54.664103
126,13:02:56.666884
127,13:02:58.672084
128,13:03:00.676738
129,13:03:02.679278
130,13:03:04.683867
131,13:03:06.686652
132,13:03:08.690812
133,13:03:10.694460
134,13:03:12.699078
135,13:03:14.702900
136,13:03:16.707024
137,13:03:18.710525
138,13:03:20.714422
139,13:03:22.753075
140,13:03:24.757871
141,13:03:26.761538
142,13:03:28.764976
143,13:03:30.769422
144,13:03:32.773067
145,13:03:34.777358
146,13:03:36.782563
147,13:03:38.786425
148,13:03:40.788523
149,13:03:42.792591
150,13:03:44.796482
151,13:03:46.798762
152,13:03:48.803504
153,13:03:50.807308
154,13:03:52.812524
155,13:03:54.819313
156,13:03:56.822465
157,13:03:58.826508
158,13:04:00.830329
159,13:04:02.836598
160,13:04:04.841724
161,13:04:06.846456
162,13:04:08.855007
163,13:04:10.858446
164,13:04:12.861883
165,13:04:14.866430
166,13:04:16.871833
167,13:04:18.876378
168,13:04:20.882219
169,13:04:22.886604
170,13:04:24.890740
171,13:04:26.895571
172,13:04:28.902316
173,13:04:30.907040
174,13:04:32.911327
175,13:04:34.915175
176,13:04:36.920086
177,13:04:38.927062
178,13:04:40.931916
179,13:04:42.934489
180,13:04:44.939366
181,13:04:46.945709
182,13:04:48.948507
183,13:04:50.952682
184,13:04:52.957593
185,13:04:54.962689
186,13:04:56.966542
187,13:04:58.972031
188,13:05:00.976855
189,13:05:02.982447
190,13:05:04.986920
191,13:05:06.990506
192,13:05:08.995046
193,13:05:10.998737
194,13:05:13.010445
195,13:05:15.016529
196,13:05:17.021311
197,13:05:19.025884
198,13:05:21.029704
199,13:05:23.034418
200,13:05:25.038371
201,13:05:27.039777
202,13:05:29.043075
203,13:05:31.046492
204,13:05:33.055869
205,13:05:35.059404
206,13:05:37.070673
207,13:05:39.074244
208,13:05:41.078414
209,13:05:43.083674
210,13:05:45.087468
211,13:05:47.091942
212,13:05:49.094812
213,13:05:51.097135
214,13:05:53.100240
215,13:05:55.106216
216,13:05:57.115699
217,13:05:59.120425
218,13:06:01.122874
219,13:06:03.126691
220,13:06:05.132666
221,13:06:07.137904
222,13:06:09.140818
223,13:06:11.153506
224,13:06:13.158748
225,13:06:15.171828
226,13:06:17.182931
227,13:06:19.210348
228,13:06:21.213518
229,13:06:23.218959
230,13:06:25.222712
231,13:06:27.226332
232,13:06:29.229684
233,13:06:31.234264
234,13:06:33.238829
235,13:06:35.242654
236,13:06:37.250273
